true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,18,9,0,4,0,1,8
class_1,19,10,1,2,0,1,7
class_2,2,0,8,1,13,1,15
class_3,0,0,1,5,1,13,20
class_4,3,3,8,6,13,1,6
class_5,3,1,10,5,8,3,10
class_6,0,0,7,10,7,1,15
