true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,10,6,24,7,5,16,12
class_1,16,5,16,2,7,16,18
class_2,1,2,26,4,3,26,18
class_3,0,3,22,6,3,35,11
class_4,1,1,24,1,9,29,15
class_5,1,1,21,1,8,39,9
class_6,5,4,15,13,2,15,26
