true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,19,15,0,2,3,0,1
class_1,8,24,0,1,2,0,5
class_2,3,5,22,1,2,1,6
class_3,6,7,6,2,6,1,12
class_4,1,8,12,1,13,3,2
class_5,2,3,12,3,12,1,7
class_6,7,3,5,0,2,0,23
