true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,62,6,1,0,0,1,10
class_1,44,23,0,0,0,1,12
class_2,4,0,29,5,8,12,22
class_3,3,0,14,13,5,23,22
class_4,9,0,20,2,16,17,16
class_5,4,1,12,11,11,32,9
class_6,9,0,13,7,1,11,39
