true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,13,6,9,3,1,6,2
class_1,5,10,2,11,1,5,6
class_2,9,4,5,6,6,2,8
class_3,14,6,4,1,3,8,4
class_4,6,4,5,0,6,4,15
class_5,6,1,8,0,10,7,8
class_6,17,2,7,0,5,7,2
