true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,33,20,3,1,3,3,1
class_1,16,38,2,0,4,4,0
class_2,8,2,14,10,14,11,5
class_3,1,4,4,30,6,7,12
class_4,4,3,8,6,33,8,2
class_5,4,1,7,11,12,23,6
class_6,1,0,7,10,3,4,39
