true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,4,9,3,1,23,0,0
class_1,7,5,1,0,27,0,0
class_2,7,22,1,1,9,0,0
class_3,3,12,1,6,14,2,2
class_4,10,4,2,0,15,0,9
class_5,7,7,3,2,16,0,5
class_6,7,4,3,1,18,0,7
