class_id,support,precision,recall,f1
0,40,0.2727272727272727,0.375,0.3157894736842105
1,40,0.2916666666666667,0.175,0.21875
2,40,0.22857142857142856,0.4,0.2909090909090909
3,40,0.15789473684210525,0.075,0.10169491525423728
4,40,0.06896551724137931,0.05,0.057971014492753624
5,40,0.1956521739130435,0.225,0.20930232558139536
6,40,0.16216216216216217,0.15,0.15584415584415584
