true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,16,1,13,5,2,0,3
class_1,5,11,3,8,7,4,2
class_2,8,0,5,0,14,8,5
class_3,4,2,17,0,12,0,5
class_4,6,0,9,0,6,8,11
class_5,4,1,15,1,8,2,9
class_6,5,0,8,9,4,1,13
