true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,42,9,20,4,4,0,1
class_1,32,27,12,0,7,1,1
class_2,1,4,25,23,14,9,4
class_3,2,0,25,44,3,6,0
class_4,8,0,27,11,15,17,2
class_5,12,1,18,12,21,13,3
class_6,3,2,5,26,18,5,21
