true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,53,10,0,0,0,0,1
class_1,8,56,0,0,0,0,0
class_2,0,0,22,7,12,12,11
class_3,0,0,12,25,6,12,9
class_4,1,0,16,4,22,8,13
class_5,1,1,11,8,0,39,4
class_6,1,0,4,6,7,2,44
