true\pred,class_0,class_1,class_2,class_3,class_4,class_5,class_6
class_0,15,1,22,15,4,3,20
class_1,10,3,26,20,6,4,11
class_2,11,2,30,9,12,2,14
class_3,19,2,17,13,16,0,13
class_4,2,0,31,14,15,2,16
class_5,4,0,30,10,22,3,11
class_6,15,1,29,5,11,0,19
